title,day,time,full_time,organizer,num_comments,url,description,comment
"Tom Igoe Mystery Talk",24,"7:30 pm","June 24, 2013 @ 7:30 pm – 9:00 pm","Crys Moore",27,http://itp.nyu.edu/camp2013/ai1ec_event/tom-igoe-mystery-talk/?instance_id=1000,&nbsp;,"And for the record, that is not my cat. I have never seen that cat."
"Tom Igoe Mystery Talk",24,"7:30 pm","June 24, 2013 @ 7:30 pm – 9:00 pm","Crys Moore",27,http://itp.nyu.edu/camp2013/ai1ec_event/tom-igoe-mystery-talk/?instance_id=1000,&nbsp;,"Man, you all don&#8217;t make it easy to pick a topic. Okay, so I&#8217;ll try to talk about the basics of networks, and perhaps what to look for next in phys comp, as they&#8217;re both in my mind a lot. But I&#8217;ll make it all an open Q&amp;A, so if roller derby, monkeys, and other things come up, I will try to answer them."
